
Index,Time Stamp,Date Stamp,Voltage,Current
1,0.4048755168914795,2019-08-02 17:39:48.703739,0.0000,0.0000
2,0.4742288589477539,2019-08-02 17:39:48.773090,0.0000,0.0000
3,0.5797598361968994,2019-08-02 17:39:48.878623,0.0000,0.0000
4,0.6899237632751465,2019-08-02 17:39:48.988785,0.0000,0.0000
5,0.7841856479644775,2019-08-02 17:39:49.083048,0.0000,0.0000
6,0.8895554542541504,2019-08-02 17:39:49.188416,0.0000,0.0000
7,0.9907915592193604,2019-08-02 17:39:49.289655,0.0000,0.0000
8,1.0888752937316895,2019-08-02 17:39:49.387739,0.0000,0.0000
9,1.2117652893066406,2019-08-02 17:39:49.510626,0.0000,0.0000
10,1.2900207042694092,2019-08-02 17:39:49.588879,0.0000,0.0000
11,1.3981902599334717,2019-08-02 17:39:49.697085,0.0000,0.0000
12,1.531818151473999,2019-08-02 17:39:49.830709,0.0000,0.0000
13,1.6014926433563232,2019-08-02 17:39:49.900386,0.0000,0.0000
14,1.7033348083496094,2019-08-02 17:39:50.002227,0.0000,0.0000
15,1.8187367916107178,2019-08-02 17:39:50.117630,0.0000,0.0000
16,1.906613826751709,2019-08-02 17:39:50.205505,0.0000,0.0000
17,2.039868116378784,2019-08-02 17:39:50.338760,0.0000,0.0000
18,2.108790397644043,2019-08-02 17:39:50.407680,0.0000,0.0000
19,2.210049867630005,2019-08-02 17:39:50.508941,0.0000,0.0000
20,2.321422576904297,2019-08-02 17:39:50.620311,0.0000,0.0000
21,2.413907289505005,2019-08-02 17:39:50.712798,0.0000,0.0000
22,2.522956132888794,2019-08-02 17:39:50.821844,0.0000,0.0000
23,2.621462106704712,2019-08-02 17:39:50.920352,0.0000,0.0000
24,2.719059944152832,2019-08-02 17:39:51.017955,0.0000,0.0000
25,2.8451478481292725,2019-08-02 17:39:51.144040,0.0000,0.0000
26,2.923111915588379,2019-08-02 17:39:51.221999,0.0000,0.0000
27,3.024284839630127,2019-08-02 17:39:51.323176,0.0000,0.0000
28,3.1606616973876953,2019-08-02 17:39:51.459555,0.0000,0.0000
29,3.226719617843628,2019-08-02 17:39:51.525607,0.0000,0.0000
30,3.3287408351898193,2019-08-02 17:39:51.627634,0.0000,0.0000
31,3.4439773559570312,2019-08-02 17:39:51.742870,0.0000,0.0000
32,3.53134822845459,2019-08-02 17:39:51.830240,0.0000,0.0000
33,3.650797128677368,2019-08-02 17:39:51.949691,0.0000,0.0000
34,3.7341349124908447,2019-08-02 17:39:52.033027,0.0000,0.0000
35,3.835707664489746,2019-08-02 17:39:52.134599,0.0000,0.0000
36,3.9728786945343018,2019-08-02 17:39:52.271770,0.0000,0.0000
37,4.038570404052734,2019-08-02 17:39:52.337461,0.0000,0.0000
38,4.140707969665527,2019-08-02 17:39:52.439599,0.0000,0.0000
39,4.252413272857666,2019-08-02 17:39:52.551304,0.0000,0.0000
40,4.343388319015503,2019-08-02 17:39:52.642274,0.0000,0.0000
41,4.455956935882568,2019-08-02 17:39:52.754847,0.0000,0.0000
42,4.545823335647583,2019-08-02 17:39:52.844713,0.0000,0.0000
43,4.647024393081665,2019-08-02 17:39:52.945915,0.0000,0.0000
44,4.778373956680298,2019-08-02 17:39:53.077264,0.0000,0.0000
45,4.849393129348755,2019-08-02 17:39:53.148283,0.0000,0.0000
46,4.951285123825073,2019-08-02 17:39:53.250177,0.0000,0.0000
47,5.059383153915405,2019-08-02 17:39:53.358275,0.0000,0.0000
48,5.153743505477905,2019-08-02 17:39:53.452634,0.0000,0.0000
49,5.261722803115845,2019-08-02 17:39:53.560612,0.0000,0.0000
50,5.360902547836304,2019-08-02 17:39:53.659795,0.0000,0.0000
51,5.459517955780029,2019-08-02 17:39:53.758412,0.0000,0.0000
52,5.584118127822876,2019-08-02 17:39:53.883018,0.0000,0.0000
53,5.663115501403809,2019-08-02 17:39:53.962006,0.0000,0.0000
54,5.764505624771118,2019-08-02 17:39:54.063397,0.0000,0.0000
55,5.899200677871704,2019-08-02 17:39:54.198093,0.0000,0.0000
56,5.9668869972229,2019-08-02 17:39:54.265777,0.0000,0.0000
57,6.068344354629517,2019-08-02 17:39:54.367235,0.0000,0.0000
58,6.181959867477417,2019-08-02 17:39:54.480848,0.0000,0.0000
59,6.2705237865448,2019-08-02 17:39:54.569415,0.0000,0.0000
60,6.389305353164673,2019-08-02 17:39:54.688198,0.0000,0.0000
61,6.473511695861816,2019-08-02 17:39:54.772403,0.0000,0.0000
62,6.57524037361145,2019-08-02 17:39:54.874131,0.0000,0.0000
63,6.71152138710022,2019-08-02 17:39:55.010412,0.0000,0.0000
64,6.7780656814575195,2019-08-02 17:39:55.076960,0.0000,0.0000
65,6.879745721817017,2019-08-02 17:39:55.178637,0.0000,0.0000
66,6.991256475448608,2019-08-02 17:39:55.290147,0.0000,0.0000
67,7.083493709564209,2019-08-02 17:39:55.382393,0.0000,0.0000
68,7.19475793838501,2019-08-02 17:39:55.493650,0.0000,0.0000
69,7.286679029464722,2019-08-02 17:39:55.585570,0.0000,0.0000
70,7.3890440464019775,2019-08-02 17:39:55.687940,0.0000,0.0000
71,7.516865491867065,2019-08-02 17:39:55.815757,0.0000,0.0000
72,7.591111898422241,2019-08-02 17:39:55.890001,0.0000,0.0000
73,7.692463636398315,2019-08-02 17:39:55.991351,0.0000,0.0000
74,7.799792528152466,2019-08-02 17:39:56.098683,0.0000,0.0000
75,7.8962016105651855,2019-08-02 17:39:56.195095,0.0000,0.0000
76,8.000284194946289,2019-08-02 17:39:56.299176,0.0000,0.0000
77,8.110255479812622,2019-08-02 17:39:56.409147,0.0000,0.0000
78,8.200045824050903,2019-08-02 17:39:56.498937,0.0000,0.0000
79,8.322386741638184,2019-08-02 17:39:56.621279,0.0000,0.0000
80,8.404441833496094,2019-08-02 17:39:56.703331,0.0000,0.0000
81,8.50648546218872,2019-08-02 17:39:56.805377,0.0000,0.0000
82,8.642746686935425,2019-08-02 17:39:56.941640,0.0000,0.0000
83,8.710681915283203,2019-08-02 17:39:57.009574,0.0000,0.0000
84,8.81275725364685,2019-08-02 17:39:57.111648,0.0000,0.0000
85,8.925582885742188,2019-08-02 17:39:57.224477,0.0000,0.0000
86,9.016806840896606,2019-08-02 17:39:57.315697,0.0000,0.0000
87,9.127893447875977,2019-08-02 17:39:57.426785,0.0000,0.0000
88,9.220263242721558,2019-08-02 17:39:57.519161,0.0000,0.0000
89,9.322831153869629,2019-08-02 17:39:57.621721,0.0000,0.0000
90,9.450199365615845,2019-08-02 17:39:57.749093,0.0000,0.0000
91,9.526686429977417,2019-08-02 17:39:57.825579,0.0000,0.0000
92,9.629310131072998,2019-08-02 17:39:57.928202,0.0000,0.0000
93,9.76537036895752,2019-08-02 17:39:58.064261,0.0000,0.0000
94,9.833256244659424,2019-08-02 17:39:58.132148,0.0000,0.0000
95,9.93458080291748,2019-08-02 17:39:58.233473,0.0000,0.0000
96,10.047523975372314,2019-08-02 17:39:58.346420,0.0000,0.0000
97,10.138302087783813,2019-08-02 17:39:58.437199,0.0000,0.0000
98,10.255578756332397,2019-08-02 17:39:58.554470,0.0000,0.0000
99,10.341792106628418,2019-08-02 17:39:58.640687,0.0000,0.0000
100,10.444203615188599,2019-08-02 17:39:58.743098,0.0000,0.0000
101,10.575019121170044,2019-08-02 17:39:58.873910,0.0000,0.0000
102,10.648396968841553,2019-08-02 17:39:58.947291,0.0000,0.0000
103,10.751031875610352,2019-08-02 17:39:59.049927,0.0000,0.0000
104,10.858341932296753,2019-08-02 17:39:59.157235,0.0000,0.0000
105,10.952823638916016,2019-08-02 17:39:59.251720,0.0000,0.0000
106,11.061041593551636,2019-08-02 17:39:59.359935,0.0000,0.0000
107,11.164973735809326,2019-08-02 17:39:59.463869,0.0000,0.0000
